speaker_id,youtube_id,url,split,priority,use,notes
id000122,pJsLh0GaFhI,https://www.youtube.com/watch?v=pJsLh0GaFhI,train,3,1,entrevista tv   
id000122,MzIazM7nfqg,https://www.youtube.com/watch?v=MzIazM7nfqg,train,4,1,entrevista tv

id000123,SYDk63vv3Go,https://www.youtube.com/watch?v=SYDk63vv3Go,train,1,1,entrevista tv
id000123,LfAv4vrrjvg,https://www.youtube.com/watch?v=LfAv4vrrjvg,train,2,1,entrevista tv
id000123,Rg5E2ae5Us0,https://www.youtube.com/watch?v=Rg5E2ae5Us0,train,3,1,entrevista tv   
id000123,2yUcDaYLvBA,https://www.youtube.com/watch?v=2yUcDaYLvBA,train,4,1,entrevista tv

id000124,jlDdvaacAdM,https://www.youtube.com/watch?v=jlDdvaacAdM,train,1,1,entrevista tv
id000124,M9atyxA2REY,https://www.youtube.com/watch?v=M9atyxA2REY,train,2,1,entrevista tv
id000124,SS1VS2ZOyLk,https://www.youtube.com/watch?v=SS1VS2ZOyLk,train,3,1,entrevista tv   
id000124,Zx8rlclVgkM,https://www.youtube.com/watch?v=Zx8rlclVgkM,train,4,1,entrevista tv

id000125,dldQfqqE0bo,https://www.youtube.com/watch?v=dldQfqqE0bo,train,1,1,entrevista tv
id000125,43bJ1av4b_o,https://www.youtube.com/watch?v=43bJ1av4b_o,train,2,1,entrevista tv
id000125,e9DOSfbymAM,https://www.youtube.com/watch?v=e9DOSfbymAM,train,3,1,entrevista tv   
id000125,tsP7fnSmsbc,https://www.youtube.com/watch?v=tsP7fnSmsbc,train,4,1,entrevista tv
id000125,TrJ9QD9pJno,https://www.youtube.com/watch?v=TrJ9QD9pJno,train,5,1,entrevista tv
id000125,abhGObBO_Dw,https://www.youtube.com/watch?v=abhGObBO_Dw,train,6,1,entrevista tv

id000126,e9jNcJZP3yE,https://www.youtube.com/watch?v=e9jNcJZP3yE,train,1,1,entrevista tv
id000126,jcICgnFYmEQ,https://www.youtube.com/watch?v=jcICgnFYmEQ,train,2,1,entrevista tv
id000126,hHFGARJHQCw,https://www.youtube.com/watch?v=hHFGARJHQCw,train,3,1,entrevista tv   
id000126,JSN89It0PtA,https://www.youtube.com/watch?v=JSN89It0PtA,train,4,1,entrevista tv

id000127,Ne6LfAPP-ow,https://www.youtube.com/watch?v=Ne6LfAPP-ow,train,1,1,entrevista tv
id000127,CrM9WG1NEsw,https://www.youtube.com/watch?v=CrM9WG1NEsw,train,2,1,entrevista tv
id000127,MTibKDC6OTY,https://www.youtube.com/watch?v=MTibKDC6OTY,train,3,1,entrevista tv   
id000127,U8xzshpnxPk,https://www.youtube.com/watch?v=U8xzshpnxPk,train,4,1,entrevista tv

id000128,4JUMCS0bnQA,https://www.youtube.com/watch?v=4JUMCS0bnQA,train,1,1,entrevista tv
id000128,B6DH6wAaYyU,https://www.youtube.com/watch?v=B6DH6wAaYyU,train,2,1,entrevista tv
id000128,FcgO8RuuS6Q,https://www.youtube.com/watch?v=FcgO8RuuS6Q,train,3,1,entrevista tv   
id000128,fG2z6FtMb14,https://www.youtube.com/watch?v=fG2z6FtMb14,train,4,1,entrevista tv

id000129,JRg6AQk1pXU,https://www.youtube.com/watch?v=JRg6AQk1pXU,train,1,1,entrevista tv
id000129,fS9VbcXzX58,https://www.youtube.com/watch?v=fS9VbcXzX58,train,2,1,entrevista tv
id000129,bvc3hIbdXXY,https://www.youtube.com/watch?v=bvc3hIbdXXY,train,3,1,entrevista tv   
id000129,V6cj2yNvj7s,https://www.youtube.com/watch?v=V6cj2yNvj7s,train,4,1,entrevista tv

id000130,nY9pYrZL70E,https://www.youtube.com/watch?v=nY9pYrZL70E,train,1,1,entrevista tv
id000130,YkBdv--JppM,https://www.youtube.com/watch?v=YkBdv--JppM,train,2,1,entrevista tv
id000130,qXgABYc48Bg,https://www.youtube.com/watch?v=qXgABYc48Bg,train,3,1,entrevista tv   
id000130,nnuLur6PDo4,https://www.youtube.com/watch?v=nnuLur6PDo4,train,4,1,entrevista tv

id000131,Hj7QQ0QROQY,https://www.youtube.com/watch?v=Hj7QQ0QROQY,train,1,1,entrevista tv
id000131,pXrBclABvA8,https://www.youtube.com/watch?v=pXrBclABvA8,train,2,1,entrevista tv
id000131,orfShtShvTY,https://www.youtube.com/watch?v=orfShtShvTY,train,3,1,entrevista tv   
id000131,32WOTsbsD24,https://www.youtube.com/watch?v=32WOTsbsD24,train,4,1,entrevista tv

id000132,ge1rHUrFoG8,https://www.youtube.com/watch?v=ge1rHUrFoG8,train,1,1,entrevista tv
id000132,w3Vqz4ZHtWs,https://www.youtube.com/watch?v=w3Vqz4ZHtWs,train,2,1,entrevista tv
id000132,xXsR6-DeorA,https://www.youtube.com/watch?v=xXsR6-DeorA,train,3,1,entrevista tv   
id000132,dcWeQ1niQWQ,https://www.youtube.com/watch?v=dcWeQ1niQWQ,train,4,1,entrevista tv

id000133,1ak_6s_9hOE,https://www.youtube.com/watch?v=1ak_6s_9hOE,train,1,1,entrevista tv
id000133,_nifE4unv6U,https://www.youtube.com/watch?v=_nifE4unv6U,train,2,1,entrevista tv
id000133,id8MIsvKLn4,https://www.youtube.com/watch?v=id8MIsvKLn4,train,3,1,entrevista tv   
id000133,sFV7cm1Et-M,https://www.youtube.com/watch?v=sFV7cm1Et-M,train,4,1,entrevista tv
id000133,ZiZhys2AvYA,https://www.youtube.com/watch?v=ZiZhys2AvYA,train,5,1,entrevista tv

id000134,BtxFj2sEMOg,https://www.youtube.com/watch?v=BtxFj2sEMOg,train,1,1,entrevista tv
id000134,wmMJ0WG73aQ,https://www.youtube.com/watch?v=wmMJ0WG73aQ,train,2,1,entrevista tv
id000134,lK_JtWySR9w,https://www.youtube.com/watch?v=lK_JtWySR9w,train,3,1,entrevista tv   
id000134,Rr4--ZrZzag,https://www.youtube.com/watch?v=Rr4--ZrZzag,train,4,1,entrevista tv

id000135,kgaktiWGjlE,https://www.youtube.com/watch?v=kgaktiWGjlE,train,1,1,entrevista tv
id000135,S9vYrOS-3O4,https://www.youtube.com/watch?v=S9vYrOS-3O4,train,2,1,entrevista tv
id000135,sNGZ9R6Q6h0,https://www.youtube.com/watch?v=sNGZ9R6Q6h0,train,3,1,entrevista tv   
id000135,9ugySeIHxnc,https://www.youtube.com/watch?v=9ugySeIHxnc,train,4,1,entrevista tv

id000136,GZPPqcNpK4s,https://www.youtube.com/watch?v=GZPPqcNpK4s,train,1,1,entrevista tv
id000136,g7HK9-hM5Wg,https://www.youtube.com/watch?v=g7HK9-hM5Wg,train,2,1,entrevista tv
id000136,rZ6it7eAdsw,https://www.youtube.com/watch?v=rZ6it7eAdsw,train,3,1,entrevista tv   
id000136,GOT_a14o_mg,https://www.youtube.com/watch?v=GOT_a14o_mg,train,4,1,entrevista tv

id000137,dmBkyTvZ928,https://www.youtube.com/watch?v=dmBkyTvZ928,train,1,1,entrevista tv
id000137,vgYZnNV8xOs,https://www.youtube.com/watch?v=vgYZnNV8xOs,train,2,1,entrevista tv
id000137,_54dT20ptco,https://www.youtube.com/watch?v=_54dT20ptco,train,3,1,entrevista tv   
id000137,xNrDPlhCrrc,https://www.youtube.com/watch?v=xNrDPlhCrrc,train,4,1,entrevista tv

id000138,HtOcV5SP9YI,https://www.youtube.com/watch?v=HtOcV5SP9YI,train,1,1,entrevista tv
id000138,ZGlY5Qw_gDM,https://www.youtube.com/watch?v=ZGlY5Qw_gDM,train,2,1,entrevista tv
id000138,TMvOMtUI3SM,https://www.youtube.com/watch?v=TMvOMtUI3SM,train,3,1,entrevista tv   
id000138,SU1DoHA9f1c,https://www.youtube.com/watch?v=SU1DoHA9f1c,train,4,1,entrevista tv

id000139,ctcdC8HCftY,https://www.youtube.com/watch?v=ctcdC8HCftY,train,1,1,entrevista tv
id000139,D8pwYlftqsc,https://www.youtube.com/watch?v=D8pwYlftqsc,train,2,1,entrevista tv
id000139,MMgWZxCCUeE,https://www.youtube.com/watch?v=MMgWZxCCUeE,train,3,1,entrevista tv   
id000139,rmousJ8In2E,https://www.youtube.com/watch?v=rmousJ8In2E,train,4,1,entrevista tv

id000140,ED-x7BoDHns,https://www.youtube.com/watch?v=ED-x7BoDHns,train,1,1,entrevista tv
id000140,iY2JF3UYh14,https://www.youtube.com/watch?v=iY2JF3UYh14,train,2,1,entrevista tv
id000140,EyqoGYfNfII,https://www.youtube.com/watch?v=EyqoGYfNfII,train,3,1,entrevista tv   
id000140,-hdlk3k5b28,https://www.youtube.com/watch?v=-hdlk3k5b28,train,4,1,entrevista tv

id000141,CiwkdzolKNc,https://www.youtube.com/watch?v=CiwkdzolKNc,train,1,1,entrevista tv
id000141,cSG2IPm_lIk,https://www.youtube.com/watch?v=cSG2IPm_lIk,train,2,1,entrevista tv
id000141,BxBt6LYUO20,https://www.youtube.com/watch?v=BxBt6LYUO20,train,3,1,entrevista tv   
id000141,Dpj0oTGBQDQ,https://www.youtube.com/watch?v=Dpj0oTGBQDQ,train,4,1,entrevista tv

id000142,lAHx98bYgas,https://www.youtube.com/watch?v=lAHx98bYgas,train,1,1,entrevista tv
id000142,rTqUw5tvCao,https://www.youtube.com/watch?v=rTqUw5tvCao,train,2,1,entrevista tv
id000142,FuXCsID0-9s,https://www.youtube.com/watch?v=FuXCsID0-9s,train,3,1,entrevista tv   
id000142,ocJBS3lO2w0,https://www.youtube.com/watch?v=ocJBS3lO2w0,train,4,1,entrevista tv

id000143,_A0QFge7TlI,https://www.youtube.com/watch?v=_A0QFge7TlI,train,1,1,entrevista tv
id000143,qO9Hfwf3jSA,https://www.youtube.com/watch?v=qO9Hfwf3jSA,train,2,1,entrevista tv
id000143,3fbZyIBavrE,https://www.youtube.com/watch?v=3fbZyIBavrE,train,3,1,entrevista tv   
id000143,CDQbTGveQGE,https://www.youtube.com/watch?v=CDQbTGveQGE,train,4,1,entrevista tv

id000144,3GeyyQtIc-o,https://www.youtube.com/watch?v=3GeyyQtIc-o,train,1,1,entrevista tv
id000144,RWhUSBEVtOw,https://www.youtube.com/watch?v=RWhUSBEVtOw,train,2,1,entrevista tv
id000144,M7aoarf_rpI,https://www.youtube.com/watch?v=M7aoarf_rpI,train,3,1,entrevista tv   
id000144,0PBLwAtlfxM,https://www.youtube.com/watch?v=0PBLwAtlfxM,train,4,1,entrevista tv

id000145,X1mZuHNi_a4,https://www.youtube.com/watch?v=X1mZuHNi_a4,train,1,1,entrevista tv
id000145,omUxt6SK9rI,https://www.youtube.com/watch?v=omUxt6SK9rI,train,2,1,entrevista tv
id000145,u-y9ScJ4DJM,https://www.youtube.com/watch?v=u-y9ScJ4DJM,train,3,1,entrevista tv   
id000145,DGbHeprjL3k,https://www.youtube.com/watch?v=DGbHeprjL3k,train,4,1,entrevista tv

id000146,mLLUm6freSA,https://www.youtube.com/watch?v=mLLUm6freSA,train,1,1,entrevista tv
id000146,kRUkSKW594I,https://www.youtube.com/watch?v=kRUkSKW594I,train,2,1,entrevista tv
id000146,6YsiszzJAQs,https://www.youtube.com/watch?v=6YsiszzJAQs,train,3,1,entrevista tv   
id000146,tmhtmNdaWgQ,https://www.youtube.com/watch?v=tmhtmNdaWgQ,train,4,1,entrevista tv

id000147,wuwLDKlNJWw,https://www.youtube.com/watch?v=wuwLDKlNJWw,train,1,1,entrevista tv
id000147,_FenOIJeecY,https://www.youtube.com/watch?v=_FenOIJeecY,train,2,1,entrevista tv
id000147,-l63oUyIZ0M,https://www.youtube.com/watch?v=-l63oUyIZ0M,train,3,1,entrevista tv   
id000147,4mlLXxTVsbM,https://www.youtube.com/watch?v=4mlLXxTVsbM,train,4,1,entrevista tv

id000148,GFuEdeIDaXc,https://www.youtube.com/watch?v=GFuEdeIDaXc,train,1,1,entrevista tv
id000148,ZFxPC8Va1C8,https://www.youtube.com/watch?v=ZFxPC8Va1C8,train,2,1,entrevista tv
id000148,rK8EV2EbKVI,https://www.youtube.com/watch?v=rK8EV2EbKVI,train,3,1,entrevista tv   
id000148,CXdrV9Q5ac4,https://www.youtube.com/watch?v=CXdrV9Q5ac4,train,4,1,entrevista tv

id000149,YovxSiz-5zA,https://www.youtube.com/watch?v=YovxSiz-5zA,train,1,1,entrevista tv
id000149,EZvGGvGbqDU,https://www.youtube.com/watch?v=EZvGGvGbqDU,train,2,1,entrevista tv
id000149,VWW0bKeBlOI,https://www.youtube.com/watch?v=VWW0bKeBlOI,train,3,1,entrevista tv   
id000149,bdY3s_Re2d4,https://www.youtube.com/watch?v=bdY3s_Re2d4,train,4,1,entrevista tv

id000150,ZuhP7mWLOPg,https://www.youtube.com/watch?v=ZuhP7mWLOPg,train,1,1,entrevista tv
id000150,RWGr8LwG3TY,https://www.youtube.com/watch?v=RWGr8LwG3TY,train,2,1,entrevista tv
id000150,Y9yEoOKMAhE,https://www.youtube.com/watch?v=Y9yEoOKMAhE,train,3,1,entrevista tv   
id000150,tKnJv_sQI0A,https://www.youtube.com/watch?v=tKnJv_sQI0A,train,4,1,entrevista tv

id000151,AUsAnhkbl4g,https://www.youtube.com/watch?v=AUsAnhkbl4g,train,1,1,entrevista tv
id000151,MHWHa5U7DIo,https://www.youtube.com/watch?v=MHWHa5U7DIo,train,2,1,entrevista tv
id000151,y9Mc_QH_Jl0,https://www.youtube.com/watch?v=y9Mc_QH_Jl0,train,3,1,entrevista tv   
id000151,bO7zMDjekm0,https://www.youtube.com/watch?v=bO7zMDjekm0,train,4,1,entrevista tv

id000152,x_5HSZqm1Zg,https://www.youtube.com/watch?v=x_5HSZqm1Zg,train,1,1,entrevista tv
id000152,ypccMX-iI2I,https://www.youtube.com/watch?v=ypccMX-iI2I,train,2,1,entrevista tv
id000152,eOmTnOsDCCY,https://www.youtube.com/watch?v=eOmTnOsDCCY,train,3,1,entrevista tv   
id000152,bcAjys36OIA,https://www.youtube.com/watch?v=bcAjys36OIA,train,4,1,entrevista tv
id000152,LbpBOr7whaA,https://www.youtube.com/watch?v=LbpBOr7whaA,train,5,1,entrevista tv
id000152,CxmKcNbzUmo,https://www.youtube.com/watch?v=CxmKcNbzUmo,train,5,1,entrevista tv

id000153,ufBgmAlZsqA,https://www.youtube.com/watch?v=ufBgmAlZsqA,train,1,1,entrevista tv
id000153,zVwJQIiR-2o,https://www.youtube.com/watch?v=zVwJQIiR-2o,train,2,1,entrevista tv
id000153,lFVkGVUthkY,https://www.youtube.com/watch?v=lFVkGVUthkY,train,3,1,entrevista tv   
id000153,ueH9VukP6_0,https://www.youtube.com/watch?v=ueH9VukP6_0,train,4,1,entrevista tv
id000153,qoNBKldmIok,https://www.youtube.com/watch?v=qoNBKldmIok,train,5,1,entrevista tv

id000154,adAfIXIeicw,https://www.youtube.com/watch?v=adAfIXIeicw,train,1,1,entrevista tv
id000154,paWk-UXHxWE,https://www.youtube.com/watch?v=paWk-UXHxWE,train,2,1,entrevista tv
id000154,Aif_EKvt9ro,https://www.youtube.com/watch?v=Aif_EKvt9ro,train,3,1,entrevista tv   
id000154,lSMqPcjDzIE,https://www.youtube.com/watch?v=lSMqPcjDzIE,train,4,1,entrevista tv

id000155,yKvLNN5tFMk,https://www.youtube.com/watch?v=yKvLNN5tFMk,train,1,1,entrevista tv
id000155,j4OsFmHo5OU,https://www.youtube.com/watch?v=j4OsFmHo5OU,train,2,1,entrevista tv
id000155,qAzyAS0d4Pk,https://www.youtube.com/watch?v=qAzyAS0d4Pk,train,3,1,entrevista tv   
id000155,rX3K96HBBOc,https://www.youtube.com/watch?v=rX3K96HBBOc,train,4,1,entrevista tv

id000156,ZDQe4iXjSlg,https://www.youtube.com/watch?v=ZDQe4iXjSlg,train,1,1,entrevista tv
id000156,2nU1rzxCNTQ,https://www.youtube.com/watch?v=2nU1rzxCNTQ,train,2,1,entrevista tv
id000156,sUdTyu-ofk8,https://www.youtube.com/watch?v=sUdTyu-ofk8,train,3,1,entrevista tv   
id000156,D50PTCUevp8,https://www.youtube.com/watch?v=D50PTCUevp8,train,4,1,entrevista tv

id000157,C-41-BhH0P0,https://www.youtube.com/watch?v=C-41-BhH0P0,train,1,1,entrevista tv
id000157,EdKhFUcVKf4,https://www.youtube.com/watch?v=EdKhFUcVKf4,train,2,1,entrevista tv
id000157,hE9gjTq0DFI,https://www.youtube.com/watch?v=hE9gjTq0DFI,train,3,1,entrevista tv   
id000157,RAvrgEteT0U,https://www.youtube.com/watch?v=RAvrgEteT0U,train,4,1,entrevista tv

id000158,CxTGStsCZWs,https://www.youtube.com/watch?v=CxTGStsCZWs,train,1,1,entrevista tv
id000158,IWH5MtYY_IM,https://www.youtube.com/watch?v=IWH5MtYY_IM,train,2,1,entrevista tv
id000158,3hm3CBy8nkM,https://www.youtube.com/watch?v=3hm3CBy8nkM,train,3,1,entrevista tv   
id000158,UKM-Y78XrI4,https://www.youtube.com/watch?v=UKM-Y78XrI4,train,4,1,entrevista tv

id000159,7b401_CUgKM,https://www.youtube.com/watch?v=7b401_CUgKM,train,1,1,entrevista tv
id000159,C5X32pfSALM,https://www.youtube.com/watch?v=C5X32pfSALM,train,2,1,entrevista tv
id000159,daw6QWmQHZ8,https://www.youtube.com/watch?v=daw6QWmQHZ8,train,3,1,entrevista tv   
id000159,c1MWV0vA2vo,https://www.youtube.com/watch?v=c1MWV0vA2vo,train,4,1,entrevista tv
id000159,66EGDc72_EM,https://www.youtube.com/watch?v=66EGDc72_EM,train,5,1,entrevista tv

id000160,jo4HTGEOD4I,https://www.youtube.com/watch?v=jo4HTGEOD4I,train,1,1,entrevista tv
id000160,eBo-ZNvFNPk,https://www.youtube.com/watch?v=eBo-ZNvFNPk,train,2,1,entrevista tv
id000160,MT6L6vnsXLo,https://www.youtube.com/watch?v=MT6L6vnsXLo,train,3,1,entrevista tv   
id000160,G_tCRuAFVVk,https://www.youtube.com/watch?v=G_tCRuAFVVk,train,4,1,entrevista tv

id000161,Soy4OrRMDI4,https://www.youtube.com/watch?v=Soy4OrRMDI4,train,1,1,entrevista tv
id000161,Vy1H2rqQgng,https://www.youtube.com/watch?v=Vy1H2rqQgng,train,2,1,entrevista tv
id000161,a6epdMlM-Hc,https://www.youtube.com/watch?v=a6epdMlM-Hc,train,3,1,entrevista tv   
id000161,4Zk_zLOkcp0,https://www.youtube.com/watch?v=4Zk_zLOkcp0,train,4,1,entrevista tv

id000162,BrOJUKG2FvQ,https://www.youtube.com/watch?v=BrOJUKG2FvQ,train,1,1,entrevista tv
id000162,psOrAT9UlmI,https://www.youtube.com/watch?v=psOrAT9UlmI,train,2,1,entrevista tv
id000162,SvUyM1g7AZ0,https://www.youtube.com/watch?v=SvUyM1g7AZ0,train,3,1,entrevista tv   
id000162,zGertcfT0rY,https://www.youtube.com/watch?v=zGertcfT0rY,train,4,1,entrevista tv

id000163,80F8TsF-2pI,https://www.youtube.com/watch?v=80F8TsF-2pI,train,1,1,entrevista tv
id000163,TP9841mfzAo,https://www.youtube.com/watch?v=TP9841mfzAo,train,2,1,entrevista tv
id000163,jqM-c6Q3bs4,https://www.youtube.com/watch?v=jqM-c6Q3bs4,train,3,1,entrevista tv   
id000163,OxMt7EyekWo,https://www.youtube.com/watch?v=OxMt7EyekWo,train,4,1,entrevista tv
id000163,BpDAAknfOLs,https://www.youtube.com/watch?v=BpDAAknfOLs,train,5,1,entrevista tv

id000164,oCxuz_AXfDE,https://www.youtube.com/watch?v=oCxuz_AXfDE,train,1,1,entrevista tv
id000164,A6YJC-uhFK0,https://www.youtube.com/watch?v=A6YJC-uhFK0,train,2,1,entrevista tv
id000164,kDiU5d51D0M,https://www.youtube.com/watch?v=kDiU5d51D0M,train,3,1,entrevista tv   
id000164,Q6respMhzpw,https://www.youtube.com/watch?v=Q6respMhzpw,train,4,1,entrevista tv

id000165,7kgKBrFRcOU,https://www.youtube.com/watch?v=7kgKBrFRcOU,train,1,1,entrevista tv
id000165,M4ggQUwCe4c,https://www.youtube.com/watch?v=M4ggQUwCe4c,train,2,1,entrevista tv
id000165,BC0mvo57q8g,https://www.youtube.com/watch?v=BC0mvo57q8g,train,3,1,entrevista tv   
id000165,Pol1YFkrHsc,https://www.youtube.com/watch?v=Pol1YFkrHsc,train,4,1,entrevista tv

id000166,yzWH2liYKUY,https://www.youtube.com/watch?v=yzWH2liYKUY,train,1,1,entrevista tv
id000166,FBNr4Scv6IU,https://www.youtube.com/watch?v=FBNr4Scv6IU,train,2,1,entrevista tv
id000166,VHxplbFgsA8,https://www.youtube.com/watch?v=VHxplbFgsA8,train,3,1,entrevista tv   
id000166,5yGwKZfMDrY,https://www.youtube.com/watch?v=5yGwKZfMDrY,train,4,1,entrevista tv
id000166,x4rbgKOxNQg,https://www.youtube.com/watch?v=x4rbgKOxNQg,train,5,1,entrevista tv

id000167,5gsh1t0srUM,https://www.youtube.com/watch?v=5gsh1t0srUM,train,1,1,entrevista tv
id000167,T9gxFmh1064,https://www.youtube.com/watch?v=T9gxFmh1064,train,2,1,entrevista tv
id000167,0H6j4Vqpu-A,https://www.youtube.com/watch?v=0H6j4Vqpu-A,train,3,1,entrevista tv   
id000167,NIOSugQpbQU,https://www.youtube.com/watch?v=NIOSugQpbQU,train,4,1,entrevista tv

id000168,p93q2XY5EIY,https://www.youtube.com/watch?v=p93q2XY5EIY,train,1,1,entrevista tv
id000168,ZdN0UlFG3FE,https://www.youtube.com/watch?v=ZdN0UlFG3FE,train,2,1,entrevista tv
id000168,FrP8pBJ5RfU,https://www.youtube.com/watch?v=FrP8pBJ5RfU,train,3,1,entrevista tv   
id000168,QJ0lqXJU14Y,https://www.youtube.com/watch?v=QJ0lqXJU14Y,train,4,1,entrevista tv

id000169,Leme31BAncA,https://www.youtube.com/watch?v=Leme31BAncA,train,1,1,entrevista tv
id000169,WiG0BY_neCA,https://www.youtube.com/watch?v=WiG0BY_neCA,train,2,1,entrevista tv
id000169,XR7giHPnZeo,https://www.youtube.com/watch?v=XR7giHPnZeo,train,3,1,entrevista tv   
id000169,wO3WjuD_xoc,https://www.youtube.com/watch?v=wO3WjuD_xoc,train,4,1,entrevista tv

id000170,bmU9Ky0Df1s,https://www.youtube.com/watch?v=bmU9Ky0Df1s,train,1,1,entrevista tv
id000170,L-1J57EPMj0,https://www.youtube.com/watch?v=L-1J57EPMj0,train,2,1,entrevista tv
id000170,z_ooPo2DsQw,https://www.youtube.com/watch?v=z_ooPo2DsQw,train,3,1,entrevista tv   
id000170,Tmo6bc4A1ck,https://www.youtube.com/watch?v=Tmo6bc4A1ck,train,4,1,entrevista tv

id000171,RdNIaN-8u2s,https://www.youtube.com/watch?v=RdNIaN-8u2s,train,1,1,entrevista tv
id000171,O-a1uBQr_ow,https://www.youtube.com/watch?v=O-a1uBQr_ow,train,2,1,entrevista tv
id000171,g6YjLSV-rzw,https://www.youtube.com/watch?v=g6YjLSV-rzw,train,3,1,entrevista tv   
id000171,LywVJHh9CPc,https://www.youtube.com/watch?v=LywVJHh9CPc,train,4,1,entrevista tv

id000172,kLF7XxUwIGQ,https://www.youtube.com/watch?v=kLF7XxUwIGQ,train,1,1,entrevista tv
id000172,69JIpQ3Wxl0,https://www.youtube.com/watch?v=69JIpQ3Wxl0,train,2,1,entrevista tv
id000172,_6EktDDFRxE,https://www.youtube.com/watch?v=_6EktDDFRxE,train,3,1,entrevista tv   
id000172,VLwrnxTl_i4,https://www.youtube.com/watch?v=VLwrnxTl_i4,train,4,1,entrevista tv

id000173,W9ffefzIofE,https://www.youtube.com/watch?v=W9ffefzIofE,train,1,1,entrevista tv
id000173,KYYhjp_FL5w,https://www.youtube.com/watch?v=KYYhjp_FL5w,train,2,1,entrevista tv
id000173,BCpAPy8Qba8,https://www.youtube.com/watch?v=BCpAPy8Qba8,train,3,1,entrevista tv   
id000173,QvR5SYfTQjc,https://www.youtube.com/watch?v=QvR5SYfTQjc,train,4,1,entrevista tv

id000174,io7x749fnWs,https://www.youtube.com/watch?v=io7x749fnWs,train,1,1,entrevista tv
id000174,6iiXG0c1SA8,https://www.youtube.com/watch?v=6iiXG0c1SA8,train,2,1,entrevista tv
id000174,NccrCO3Yh_8,https://www.youtube.com/watch?v=NccrCO3Yh_8,train,3,1,entrevista tv   
id000174,pLOrZ9NxYAo,https://www.youtube.com/watch?v=pLOrZ9NxYAo,train,4,1,entrevista tv

id000175,w6Ad9-3aDg4,https://www.youtube.com/watch?v=w6Ad9-3aDg4,train,1,1,entrevista tv
id000175,WVcbVfQVmMk,https://www.youtube.com/watch?v=WVcbVfQVmMk,train,2,1,entrevista tv
id000175,oCZ158c5Els,https://www.youtube.com/watch?v=oCZ158c5Els,train,3,1,entrevista tv   
id000175,GPSJEE9sl_k,https://www.youtube.com/watch?v=GPSJEE9sl_k,train,4,1,entrevista tv

id000176,c9zJMq0cvj4,https://www.youtube.com/watch?v=c9zJMq0cvj4,train,1,1,entrevista tv
id000176,YbMh4B7uxvU,https://www.youtube.com/watch?v=YbMh4B7uxvU,train,2,1,entrevista tv
id000176,L_InQ9tJT7c,https://www.youtube.com/watch?v=L_InQ9tJT7c,train,3,1,entrevista tv   
id000176,B-caeLnrprQ,https://www.youtube.com/watch?v=B-caeLnrprQ,train,4,1,entrevista tv
id000176,wqvujUfJsxo,https://www.youtube.com/watch?v=wqvujUfJsxo,train,5,1,entrevista tv

id000177,rabePq9kDOc,https://www.youtube.com/watch?v=rabePq9kDOc,train,1,1,entrevista tv
id000177,rrKG0INI6cI,https://www.youtube.com/watch?v=rrKG0INI6cI,train,2,1,entrevista tv
id000177,ct6-YQ4ndJY,https://www.youtube.com/watch?v=ct6-YQ4ndJY,train,3,1,entrevista tv   
id000177,5QeCta30Au8,https://www.youtube.com/watch?v=5QeCta30Au8,train,4,1,entrevista tv

id000178,ENvKmC8HE-g,https://www.youtube.com/watch?v=ENvKmC8HE-g,train,1,1,entrevista tv
id000178,qYorfSw_qvs,https://www.youtube.com/watch?v=qYorfSw_qvs,train,2,1,entrevista tv
id000178,xFcQaj5QMM8,https://www.youtube.com/watch?v=xFcQaj5QMM8,train,3,1,entrevista tv   
id000178,GTbqrzNj1DQ,https://www.youtube.com/watch?v=GTbqrzNj1DQ,train,4,1,entrevista tv

id000179,gKBXfp4OvhU,https://www.youtube.com/watch?v=gKBXfp4OvhU,train,1,1,entrevista tv
id000179,Gks1zTzgm30,https://www.youtube.com/watch?v=Gks1zTzgm30,train,2,1,entrevista tv
id000179,1yh85oFcvJg,https://www.youtube.com/watch?v=1yh85oFcvJg,train,3,1,entrevista tv   
id000179,6e6ZHgWJrqA,https://www.youtube.com/watch?v=6e6ZHgWJrqA,train,4,1,entrevista tv

id000180,pPs9DE6tLys,https://www.youtube.com/watch?v=pPs9DE6tLys,train,1,1,entrevista tv
id000180,FQhh8GjbuDw,https://www.youtube.com/watch?v=FQhh8GjbuDw,train,2,1,entrevista tv
id000180,BE1M4fwHxGk,https://www.youtube.com/watch?v=BE1M4fwHxGk,train,3,1,entrevista tv   
id000180,Gjuht-_4bE8,https://www.youtube.com/watch?v=Gjuht-_4bE8,train,4,1,entrevista tv

id000181,iw2jSgVnuPc,https://www.youtube.com/watch?v=iw2jSgVnuPc,train,1,1,entrevista tv
id000181,BSKIt9yxV7s,https://www.youtube.com/watch?v=BSKIt9yxV7s,train,2,1,entrevista tv
id000181,SJbXCW7w5wM,https://www.youtube.com/watch?v=SJbXCW7w5wM,train,3,1,entrevista tv   
id000181,qS6JO_geWoo,https://www.youtube.com/watch?v=qS6JO_geWoo,train,4,1,entrevista tv

id000182,p6ZOyjiju20,https://www.youtube.com/watch?v=p6ZOyjiju20,train,1,1,entrevista tv
id000182,W5OQDO16CJw,https://www.youtube.com/watch?v=W5OQDO16CJw,train,2,1,entrevista tv
