speaker_id,name,gender,category,region,birth_year,reference_images,exclude_from_train,use,
id000247,Norma Ruiz,female,actress,Madrid,1982,references/id000247_1.jpg;references/id000247_2.jpg,0,1,
id000248,Paula Echevarría,female,actress,Asturias,1977,references/id000248_1.jpg;references/id000248_2.jpg,0,1,
id000249,Ana Rujas,female,actress,Madrid,1989,references/id000249_1.jpg;references/id000249_2.jpg,0,1,
id000250,Ruth Gabriel,female,actress,Andalucía,1975,references/id000250_1.jpg;references/id000250_2.jpg,0,1,
id000251,Vicky Luengo,female,actress,Illes Balears,1990,references/id000251_1.jpg;references/id000251_2.jpg,0,1,
id000252,Hiba Abouk,female,actress,Madrid,1986,references/id000252_1.jpg;references/id000252_2.jpg,0,1,
id000253,Macarena Gómez,female,actress,Andalucía,1978,references/id000253_1.jpg;references/id000253_2.jpg,0,1,
id000254,Álex Ubago,male,singer,País Vasco,1981,references/id000254_1.jpg;references/id000254_2.jpg,0,1,
id000255,Enrique Iglesias,male,singer,Madrid,1975,references/id000255_1.jpg;references/id000255_2.jpg,0,1,
id000256,Bertín Osborne,male,singer,Madrid,1954,references/id000256_1.jpg;references/id000256_2.jpg,0,1,
id000257,José Luis Perales,male,singer,Castilla-La Mancha,1945,references/id000257_1.jpg;references/id000257_2.jpg,0,1,
id000258,Joan Manuel Serrat,male,singer,Cataluña,1943,references/id000258_1.jpg;references/id000258_2.jpg,0,1,
id000259,Sergio Dalma,male,singer,Cataluña,1964,references/id000259_1.jpg;references/id000259_2.jpg,0,1,
id000260,Carlos Areces,male,singer,Madrid,1976,references/id000260_1.jpg;references/id000260_2.jpg,0,1,
id000261,Plácido Domingo,male,singer,Madrid,1941,references/id000261_1.jpg;references/id000261_2.jpg,0,1,
id000262,David Bustamante,male,singer,Cantabria,1982,references/id000262_1.jpg;references/id000262_2.jpg,0,1,
id000263,José Vélez,male,singer,Canarias,1951,references/id000263_1.jpg;references/id000263_2.jpg,0,1,
id000264,Javier Gurruchaga,male,singer,País Vasco,1958,references/id000264_1.jpg;references/id000264_2.jpg,0,1,
id000265,Joselito,male,singer,Andalucía,1943,references/id000265_1.jpg;references/id000265_2.jpg,0,1,
id000266,José Luis Moreno,male,singer,Madrid,1947,references/id000266_1.jpg;references/id000266_2.jpg,0,1,
id000267,Chimo Bayo,male,singer,Comunidad Valenciana,1961,references/id000267_1.jpg;references/id000267_2.jpg,0,1,
id000268,Asier Etxeandia,male,singer,País Vasco,1975,references/id000268_1.jpg;references/id000268_2.jpg,0,1,
id000269,Alberto Comesaña,male,singer,Galicia,1961,references/id000269_1.jpg;references/id000269_2.jpg,0,1,
id000270,Diego «el Cigala»,male,singer,Madrid,1968,references/id000270_1.jpg;references/id000270_2.jpg,0,1,
id000271,Iván,male,singer,Madrid,1962,references/id000271_1.jpg;references/id000271_2.jpg,0,1,
id000272,Adrián Rodríguez,male,singer,Cataluña,1988,references/id000272_1.jpg;references/id000272_2.jpg,0,1,
id000273,Ismael Serrano,male,singer,Madrid,1974,references/id000273_1.jpg;references/id000273_2.jpg,0,1,
id000274,Álvaro de Luna,male,singer,Andalucía,1994,references/id000274_1.jpg;references/id000274_2.jpg,0,1,
id000275,Pastora Soler,female,singer,Andalucía,1978,references/id000275_1.jpg;references/id000275_2.jpg,0,1,
id000276,Ana Torroja,female,singer,Madrid,1959,references/id000276_1.jpg;references/id000276_2.jpg,0,1,
id000277,Edurne,female,singer,Madrid,1985,references/id000277_1.jpg;references/id000277_2.jpg,0,1,
id000278,Amaia Montero,female,singer,País Vasco,1976,references/id000278_1.jpg;references/id000278_2.jpg,0,1,
id000279,Beatriz Luengo,female,singer,Madrid,1982,references/id000279_1.jpg;references/id000279_2.jpg,0,1,
id000280,Melody,female,singer,Andalucía,1990,references/id000280_1.jpg;references/id000280_2.jpg,0,1,
id000281,Karina,female,singer,Andalucía,1945,references/id000281_1.jpg;references/id000281_2.jpg,0,1,
id000282,Paloma San Basilio,female,singer,Madrid,1950,references/id000282_1.jpg;references/id000282_2.jpg,0,1,
id000283,Christina Rosenvinge,female,singer,Madrid,1964,references/id000283_1.jpg;references/id000283_2.jpg,0,1,
id000284,Mai Meneses (Nena Daconte),female,singer,Madrid,1978,references/id000284_1.jpg;references/id000284_2.jpg,0,1,
id000285,Ainhoa Arteta Ibarrolaburu,female,singer,País Vasco,1964,references/id000285_1.jpg;references/id000285_2.jpg,0,1,
id000286,Soraya Arnelas,female,singer,Extremadura,1982,references/id000286_1.jpg;references/id000286_2.jpg,0,1,
id000287,Bebe,female,singer,Comunidad Valenciana,1978,references/id000287_1.jpg;references/id000287_2.jpg,0,1,
id000288,María Isabel López,female,singer,Andalucía,1995,references/id000288_1.jpg;references/id000288_2.jpg,0,1,
id000289,Concha Buika,female,singer,Illes Balears,1972,references/id000289_1.jpg;references/id000289_2.jpg,0,1,
id000290,Beth,female,singer,Cataluña,1981,references/id000290_1.jpg;references/id000290_2.jpg,0,1,
id000291,Merche,female,singer,Andalucía,1974,references/id000291_1.jpg;references/id000291_2.jpg,0,1,
id000292,Marta Sánchez,female,singer,Madrid,1966,references/id000292_1.jpg;references/id000292_2.jpg,0,1,
id000293,Anni B Sweet,female,singer,Andalucía,1987,references/id000293_1.jpg;references/id000293_2.jpg,0,1,
id000294,Carmen Linares,female,singer,Andalucía,1951,references/id000294_1.jpg;references/id000294_2.jpg,0,1,
id000295,Cristina Pato,female,singer,Galicia,1980,references/id000295_1.jpg;references/id000295_2.jpg,0,1,
id000296,Amparo Sánchez,female,singer,Andalucía,1969,references/id000296_1.jpg;references/id000296_2.jpg,0,1,
id000297,Aiora Renteria,female,singer,País Vasco,1976,references/id000297_1.jpg;references/id000297_2.jpg,0,1,
id000298,Rosa López,female,singer,Andalucía,1981,references/id000298_1.jpg;references/id000298_2.jpg,0,1,
id000299,Inma Serrano,female,singer,Comunidad Valenciana,1968,references/id000299_1.jpg;references/id000299_2.jpg,0,1,
id000300,Anabel Conde,female,singer,Andalucía,1975,references/id000300_1.jpg;references/id000300_2.jpg,0,1,
id000301,Idaira,female,singer,Canarias,1985,references/id000301_1.jpg;references/id000301_2.jpg,0,1,
id000302,Dani Fernández,male,singer,Castilla-La Mancha,1991,references/id000302_1.jpg;references/id000302_2.jpg,0,1,
id000303,Ruth Lorenzo,female,singer,Murcia,1982,references/id000303_1.jpg;references/id000303_2.jpg,0,1,
id000304,Cristina Llorente,female,singer,Castilla y León,1985,references/id000304_1.jpg;references/id000304_2.jpg,0,1,
id000305,Bel Arjonna,female,singer,Madrid,1981,references/id000305_1.jpg;references/id000305_2.jpg,0,1,
id000306,Soleá Morente,female,singer,Madrid,1985,references/id000306_1.jpg;references/id000306_2.jpg,0,1,
id000307,José Luis Garci,male,tv_host,Madrid,1944,references/id000307_1.jpg;references/id000307_2.jpg,0,1,
id000308,Antonio Lobato,male,tv_host,Asturias,1965,references/id000308_1.jpg;references/id000308_2.jpg,0,1,
id000309,Florentino Fernández,male,tv_host,Madrid,1972,references/id000309_1.jpg;references/id000309_2.jpg,0,1,
id000310,Juan Tamariz,male,tv_host,Madrid,1942,references/id000310_1.jpg;references/id000310_2.jpg,0,1,
id000311,Jordi González,male,tv_host,Cataluña,1962,references/id000311_1.jpg;references/id000311_2.jpg,0,1,
id000312,José Yélamo,male,tv_host,Andalucía,1984,references/id000312_1.jpg;references/id000312_2.jpg,0,1,
id000313,Jaime Cantizano,male,tv_host,Andalucía,1973,references/id000313_1.jpg;references/id000313_2.jpg,0,1,
id000314,David Cantero,male,tv_host,Madrid,1961,references/id000314_1.jpg;references/id000314_2.jpg,0,1,
id000315,Juan Manuel López Iturriaga,male,tv_host,País Vasco,1959,references/id000315_1.jpg;references/id000315_2.jpg,0,1,
id000316,Alfonso Arteseros,male,tv_host,Madrid,1946,references/id000316_1.jpg;references/id000316_2.jpg,0,1,
id000317,Luis Bassat,male,tv_host,Cataluña,1941,references/id000317_1.jpg;references/id000317_2.jpg,0,1,
id000318,Jesús Cintora,male,tv_host,Castilla y León,1977,references/id000318_1.jpg;references/id000318_2.jpg,0,1,
id000319,Gómez Bermúdez,male,tv_host,Madrid,1956,references/id000319_1.jpg;references/id000319_2.jpg,0,1,
id000320,Ion Aramendi,male,tv_host,País Vasco,1977,references/id000320_1.jpg;references/id000320_2.jpg,0,1,
id000321,Jesús Calleja,male,tv_host,Castilla y León,1965,references/id000321_1.jpg;references/id000321_2.jpg,0,1,
id000322,Iñaki López,male,tv_host,País Vasco,1973,references/id000322_1.jpg;references/id000322_2.jpg,0,1,
id000323,Xosé Castro Roig,male,tv_host,Galicia,1968,references/id000323_1.jpg;references/id000323_2.jpg,0,1,
id000324,Rodrigo Vázquez,male,tv_host,Galicia,1987,references/id000324_1.jpg;references/id000324_2.jpg,0,1,
id000325,Xabier Usabiaga,male,tv_host,País Vasco,1969,references/id000325_1.jpg;references/id000325_2.jpg,0,1,
id000326,Toni Soler,male,tv_host,Cataluña,1965,references/id000326_1.jpg;references/id000326_2.jpg,0,1,
id000327,Gonzalo Miró,male,tv_host,Madrid,1981,references/id000327_1.jpg;references/id000327_2.jpg,0,1,
id000328,Santi Acosta,male,tv_host,Madrid,1966,references/id000328_1.jpg;references/id000328_2.jpg,0,1,
id000329,Rubén Sanz,male,tv_host,Madrid,1979,references/id000329_1.jpg;references/id000329_2.jpg,0,1,
id000330,Roberto Vilar,male,tv_host,Galicia,1971,references/id000330_1.jpg;references/id000330_2.jpg,0,1,
id000331,Risto Mejide,male,tv_host,Cataluña,1974,references/id000331_1.jpg;references/id000331_2.jpg,0,1,
id000332,Ramoncín,male,tv_host,Madrid,1955,references/id000332_1.jpg;references/id000332_2.jpg,0,1,
id000333,Màxim Huerta,male,tv_host,Comunidad Valenciana,1971,references/id000333_1.jpg;references/id000333_2.jpg,0,1,
id000334,Pepe Navarro,male,tv_host,Andalucía,1951,references/id000334_1.jpg;references/id000334_2.jpg,0,1,
id000335,Marta Torné,female,tv_host,Cataluña,1978,references/id000335_1.jpg;references/id000335_2.jpg,0,1,
id000336,Bárbara Rey,female,tv_host,Murcia,1950,references/id000336_1.jpg;references/id000336_2.jpg,0,1,
id000337,Carolina Cerezuela,female,tv_host,Comunidad Valenciana,1980,references/id000337_1.jpg;references/id000337_2.jpg,0,1,
id000338,Mamen Mendizábal,female,tv_host,Madrid,1976,references/id000338_1.jpg;references/id000338_2.jpg,0,1,
id000339,Arancha de Benito,female,tv_host,Madrid,1969,references/id000339_1.jpg;references/id000339_2.jpg,0,1,
id000340,Sandra Barneda,female,tv_host,Cataluña,1975,references/id000340_1.jpg;references/id000340_2.jpg,0,1,
id000341,Nuria Marín,female,tv_host,Cataluña,1981,references/id000341_1.jpg;references/id000341_2.jpg,0,1,
id000342,Samanta Villar,female,tv_host,Cataluña,1975,references/id000342_1.jpg;references/id000342_2.jpg,0,1,
id000343,Emma García,female,tv_host,País Vasco,1973,references/id000343_1.jpg;references/id000343_2.jpg,0,1,
id000344,Patricia Gaztañaga,female,tv_host,País Vasco,1966,references/id000344_1.jpg;references/id000344_2.jpg,0,1,
id000345,Paloma Lago,female,tv_host,Galicia,1967,references/id000345_1.jpg;references/id000345_2.jpg,0,1,
id000346,Norma Duval,female,tv_host,Cataluña,1956,references/id000346_1.jpg;references/id000346_2.jpg,0,1,
id000347,Lara Álvarez,female,tv_host,Asturias,1986,references/id000347_1.jpg;references/id000347_2.jpg,0,1,
id000348,María Patiño,female,tv_host,Galicia,1971,references/id000348_1.jpg;references/id000348_2.jpg,0,1,
id000349,Manuela Velasco,female,tv_host,Madrid,1975,references/id000349_1.jpg;references/id000349_2.jpg,0,1,
id000350,Kira Miró,female,tv_host,Canarias,1980,references/id000350_1.jpg;references/id000350_2.jpg,0,1,
id000351,Toñi Moreno,female,tv_host,Andalucía,1973,references/id000351_1.jpg;references/id000351_2.jpg,0,1,
id000352,Eva González,female,tv_host,Andalucía,1980,references/id000352_1.jpg;references/id000352_2.jpg,0,1,
id000353,Esther Arroyo,female,tv_host,Andalucía,1968,references/id000353_1.jpg;references/id000353_2.jpg,0,1,
id000354,Belén Esteban,female,tv_host,Madrid,1973,references/id000354_1.jpg;references/id000354_2.jpg,0,1,
id000355,Carmen Lomana,female,tv_host,Castilla y León,1948,references/id000355_1.jpg;references/id000355_2.jpg,0,1,
id000356,Terelu Campos,female,tv_host,Andalucía,1965,references/id000356_1.jpg;references/id000356_2.jpg,0,1,
id000357,Juan Ramón Lucas,male,journalist,Madrid,1958,references/id000357_1.jpg;references/id000357_2.jpg,0,1,
id000358,Alejandro Cao de Benós,male,journalist,Cataluña,1974,references/id000358_1.jpg;references/id000358_2.jpg,0,1,
id000359,Hermann Tertsch,male,journalist,Madrid,1958,references/id000359_1.jpg;references/id000359_2.jpg,0,1,
id000360,Xavier Sardà,male,journalist,Cataluña,1958,references/id000360_1.jpg;references/id000360_2.jpg,0,1,
id000361,Javier Ares,male,journalist,Castilla y León,1954,references/id000361_1.jpg;references/id000361_2.jpg,0,1,
id000362,Jaime Alguersuari,male,journalist,Cataluña,1950,references/id000362_1.jpg;references/id000362_2.jpg,0,1,
id000363,Ignacio Ramonet,male,journalist,Galicia,1943,references/id000363_1.jpg;references/id000363_2.jpg,0,1,
id000364,Ferrán Martínez Garriga,male,journalist,Cataluña,1968,references/id000364_1.jpg;references/id000364_2.jpg,0,1,
id000365,Manu Carreño,male,journalist,Castilla y León,1969,references/id000365_1.jpg;references/id000365_2.jpg,0,1,
id000366,Xabier Fortes,male,journalist,Galicia,1966,references/id000366_1.jpg;references/id000366_2.jpg,0,1,
id000367,María Casado Paredes,female,journalist,Cataluña,1978,references/id000367_1.jpg;references/id000367_2.jpg,0,1,
id000368,Maruja Torres,female,journalist,Cataluña,1943,references/id000368_1.jpg;references/id000368_2.jpg,0,1,
id000369,Irene Villa,female,journalist,Madrid,1978,references/id000369_1.jpg;references/id000369_2.jpg,0,1,
id000370,Cristina Tárrega,female,journalist,Comunidad Valenciana,1967,references/id000370_1.jpg;references/id000370_2.jpg,0,1,
id000371,Beatriz Montañez,female,journalist,Castilla-La Mancha,1977,references/id000371_1.jpg;references/id000371_2.jpg,0,1,
id000372,Berta Collado,female,journalist,Castilla-La Mancha,1979,references/id000372_1.jpg;references/id000372_2.jpg,0,1,
id000373,Anna Simon,female,journalist,Cataluña,1982,references/id000373_1.jpg;references/id000373_2.jpg,0,1,
id000374,Ana Blanco,female,journalist,País Vasco,1960,references/id000374_1.jpg;references/id000374_2.jpg,0,1,
id000375,Cristina Fallarás,female,journalist,Aragón,1968,references/id000375_1.jpg;references/id000375_2.jpg,0,1,
id000376,Ana García-Siñeriz,female,journalist,Asturias,1965,references/id000376_1.jpg;references/id000376_2.jpg,0,1,
id000377,Isabel Jiménez,female,journalist,Andalucía,1982,references/id000377_1.jpg;references/id000377_2.jpg,0,1,
id000378,Adela Úcar,female,journalist,País Vasco,1980,references/id000378_1.jpg;references/id000378_2.jpg,0,1,
id000379,Montserrat Domínguez,female,journalist,Madrid,1963,references/id000379_1.jpg;references/id000379_2.jpg,0,1,
id000380,Alejandra Andreu,female,journalist,Aragón,1990,references/id000380_1.jpg;references/id000380_2.jpg,0,1,
id000381,Josema Yuste,male,comedian,Madrid,1954,references/id000381_1.jpg;references/id000381_2.jpg,0,1,
id000382,Carlos Librado,male,comedian,Madrid,1976,references/id000382_1.jpg;references/id000382_2.jpg,0,1,
id000383,Agustín Jiménez,male,comedian,Extremadura,1970,references/id000383_1.jpg;references/id000383_2.jpg,0,1,
id000384,J. J. Vaquero,male,comedian,Castilla y León,1973,references/id000384_1.jpg;references/id000384_2.jpg,0,1,
id000385,César Cadaval,male,comedian,Andalucía,1963,references/id000385_1.jpg;references/id000385_2.jpg,0,1,
id000386,Iggy Rubín,male,comedian,Madrid,1984,references/id000386_1.jpg;references/id000386_2.jpg,0,1,
id000387,Agustín el Casta,male,comedian,Andalucía,1963,references/id000387_1.jpg;references/id000387_2.jpg,0,1,
id000388,Óscar Terol,male,comedian,País Vasco,1969,references/id000388_1.jpg;references/id000388_2.jpg,0,1,
id000389,Galder Varas,male,comedian,País Vasco,1987,references/id000389_1.jpg;references/id000389_2.jpg,0,1,
id000390,Secun de la Rosa,male,comedian,Cataluña,1969,references/id000390_1.jpg;references/id000390_2.jpg,0,1,
id000391,Mireia Portas,female,comedian,Cataluña,1972,references/id000391_1.jpg;references/id000391_2.jpg,0,1,
id000392,Martita de Graná,female,comedian,Andalucía,1989,references/id000392_1.jpg;references/id000392_2.jpg,0,1,
id000393,Pepa Rus,female,comedian,Andalucía,1985,references/id000393_1.jpg;references/id000393_2.jpg,0,1,
id000394,Llum Barrera,female,comedian,Illes Balears,1968,references/id000394_1.jpg;references/id000394_2.jpg,0,1,
id000395,Gerard Piqué,male,athlete,Cataluña,1987,references/id000395_1.jpg;references/id000395_2.jpg,0,1,
id000396,David Villa,male,athlete,Asturias,1981,references/id000396_1.jpg;references/id000396_2.jpg,0,1,
id000397,Fernando Torres,male,athlete,Madrid,1984,references/id000397_1.jpg;references/id000397_2.jpg,0,1,
id000398,Carles Puyol,male,athlete,Cataluña,1978,references/id000398_1.jpg;references/id000398_2.jpg,0,1,
id000399,Álvaro Morata,male,athlete,Madrid,1992,references/id000399_1.jpg;references/id000399_2.jpg,0,1,
id000400,Daniel Carvajal,male,athlete,Madrid,1992,references/id000400_1.jpg;references/id000400_2.jpg,0,1,
id000401,David de Gea,male,athlete,Madrid,1990,references/id000401_1.jpg;references/id000401_2.jpg,0,1,
id000402,Cesc Fàbregas,male,athlete,Cataluña,1987,references/id000402_1.jpg;references/id000402_2.jpg,0,1,
id000403,Sergio Busquets,male,athlete,Cataluña,1988,references/id000403_1.jpg;references/id000403_2.jpg,0,1,
id000404,Julen Lopetegui,male,athlete,País Vasco,1966,references/id000404_1.jpg;references/id000404_2.jpg,0,1,
id000405,Sergio Canales,male,athlete,Cantabria,1991,references/id000405_1.jpg;references/id000405_2.jpg,0,1,
id000406,Julio Salinas,male,athlete,País Vasco,1962,references/id000406_1.jpg;references/id000406_2.jpg,0,1,
id000407,Alberto Contador,male,athlete,Madrid,1982,references/id000407_1.jpg;references/id000407_2.jpg,0,1,
id000408,Emilio Butragueño,male,athlete,Madrid,1963,references/id000408_1.jpg;references/id000408_2.jpg,0,1,
id000409,Isco Alarcón,male,athlete,Andalucía,1992,references/id000409_1.jpg;references/id000409_2.jpg,0,1,
id000410,Sergio Ramos,male,athlete,Andalucía,1986,references/id000410_1.jpg;references/id000410_2.jpg,0,1,
id000411,Fernando Morientes,male,athlete,Extremadura,1976,references/id000411_1.jpg;references/id000411_2.jpg,0,1,
id000412,Marc Cucurella,male,athlete,Cataluña,1998,references/id000412_1.jpg;references/id000412_2.jpg,0,1,
id000413,Arantxa Sánchez Vicario,female,athlete,Cataluña,1971,references/id000413_1.jpg;references/id000413_2.jpg,0,1,
id000414,Conchita Martínez,female,athlete,Aragón,1972,references/id000414_1.jpg;references/id000414_2.jpg,0,1,
id000415,Maite Zúñiga,female,athlete,País Vasco,1964,references/id000415_1.jpg;references/id000415_2.jpg,0,1,
id000416,Joane Somarriba,female,athlete,País Vasco,1972,references/id000416_1.jpg;references/id000416_2.jpg,0,1,
id000417,Carla Suárez,female,athlete,Canarias,1988,references/id000417_1.jpg;references/id000417_2.jpg,0,1,
id000418,Dori Ruano,female,athlete,Castilla y León,1969,references/id000418_1.jpg;references/id000418_2.jpg,0,1,
id000419,Alba Torrens,female,athlete,Illes Balears,1989,references/id000419_1.jpg;references/id000419_2.jpg,0,1,
id000420,Paula Badosa,female,athlete,Cataluña,1997,references/id000420_1.jpg;references/id000420_2.jpg,0,1,
id000421,Teresa Perales,female,athlete,Aragón,1975,references/id000421_1.jpg;references/id000421_2.jpg,0,1,
id000422,Lara Arruabarrena,female,athlete,País Vasco,1992,references/id000422_1.jpg;references/id000422_2.jpg,0,1,
id000423,Erika Villaécija,female,athlete,Cataluña,1984,references/id000423_1.jpg;references/id000423_2.jpg,0,1,
id000424,Arturo Pérez-Reverte,male,writer,Murcia,1951,references/id000424_1.jpg;references/id000424_2.jpg,0,1,
id000425,Juan Manuel de Prada,male,writer,País Vasco,1970,references/id000425_1.jpg;references/id000425_2.jpg,0,1,
id000426,Andrés Trapiello,male,writer,Castilla y León,1953,references/id000426_1.jpg;references/id000426_2.jpg,0,1,
id000427,César Antonio Molina,male,writer,Galicia,1952,references/id000427_1.jpg;references/id000427_2.jpg,0,1,
id000428,Javier Cercas,male,writer,Extremadura,1962,references/id000428_1.jpg;references/id000428_2.jpg,0,1,
id000429,Antonio Muñoz Molina,male,writer,Andalucía,1956,references/id000429_1.jpg;references/id000429_2.jpg,0,1,
id000430,Fernando Savater,male,writer,País Vasco,1947,references/id000430_1.jpg;references/id000430_2.jpg,0,1,
id000431,Fernando Aramburu,male,writer,País Vasco,1959,references/id000431_1.jpg;references/id000431_2.jpg,0,1,
id000432,Bernardo Atxaga,male,writer,País Vasco,1951,references/id000432_1.jpg;references/id000432_2.jpg,0,1,
id000433,Jon Juaristi,male,writer,País Vasco,1951,references/id000433_1.jpg;references/id000433_2.jpg,0,1,
id000434,Agustín Fernández Mallo,male,writer,Galicia,1967,references/id000434_1.jpg;references/id000434_2.jpg,0,1,
id000435,Julia Navarro,female,writer,Madrid,1953,references/id000435_1.jpg;references/id000435_2.jpg,0,1,
id000436,Elvira Lindo,female,writer,Andalucía,1962,references/id000436_1.jpg;references/id000436_2.jpg,0,1,
id000437,Ana Merino,female,writer,Madrid,1971,references/id000437_1.jpg;references/id000437_2.jpg,0,1,
id000438,María Oruña,female,writer,Galicia,1976,references/id000438_1.jpg;references/id000438_2.jpg,0,1,
id000439,Clara Sánchez,female,writer,Castilla-La Mancha,1955,references/id000439_1.jpg;references/id000439_2.jpg,0,1,
id000440,Care Santos,female,writer,Cataluña,1970,references/id000440_1.jpg;references/id000440_2.jpg,0,1,
id000441,Belén Gopegui,female,writer,Madrid,1963,references/id000441_1.jpg;references/id000441_2.jpg,0,1,
id000442,Elena Medel,female,writer,Andalucía,1985,references/id000442_1.jpg;references/id000442_2.jpg,0,1,
id000443,Joan Laporta,male,politician,Cataluña,1962,references/id000443_1.jpg;references/id000443_2.jpg,0,1,
id000444,Baltasar Garzón,male,politician,Andalucía,1955,references/id000444_1.jpg;references/id000444_2.jpg,0,1,
id000445,Arnaldo Otegi,male,politician,País Vasco,1958,references/id000445_1.jpg;references/id000445_2.jpg,0,1,
id000446,Francisco de la Torre Prados,male,politician,Andalucía,1942,references/id000446_1.jpg;references/id000446_2.jpg,0,1,
id000447,José Bono,male,politician,Castilla-La Mancha,1950,references/id000447_1.jpg;references/id000447_2.jpg,0,1,
id000448,Miquel Iceta,male,politician,Cataluña,1960,references/id000448_1.jpg;references/id000448_2.jpg,0,1,
id000449,Gabriel Rufián,male,politician,Cataluña,1982,references/id000449_1.jpg;references/id000449_2.jpg,0,1,
id000450,Alfonso Rueda,male,politician,Galicia,1968,references/id000450_1.jpg;references/id000450_2.jpg,0,1,
id000451,Cristina Narbona,female,politician,Madrid,1951,references/id000451_1.jpg;references/id000451_2.jpg,0,1,
id000452,Concepción Gamarra Ruiz-Clavijo,female,politician,La Rioja,1974,references/id000452_1.jpg;references/id000452_2.jpg,0,1,
id000453,Esperanza Aguirre,female,politician,Madrid,1952,references/id000453_1.jpg;references/id000453_2.jpg,0,1,
id000454,Ana Botella,female,politician,Madrid,1953,references/id000454_1.jpg;references/id000454_2.jpg,0,1,
id000455,Ana Palacio,female,politician,Madrid,1948,references/id000455_1.jpg;references/id000455_2.jpg,0,1,
id000456,María Dolores de Cospedal,female,politician,Madrid,1965,references/id000456_1.jpg;references/id000456_2.jpg,0,1,
id000457,Carmen Calvo Poyato,female,politician,Andalucía,1957,references/id000457_1.jpg;references/id000457_2.jpg,0,1,
id000458,Rosa Díez,female,politician,País Vasco,1952,references/id000458_1.jpg;references/id000458_2.jpg,0,1,
id000459,Cristina Almeida,female,politician,Extremadura,1944,references/id000459_1.jpg;references/id000459_2.jpg,0,1,
id000460,María Teresa Fernández de la Vega,female,politician,Comunidad Valenciana,1949,references/id000460_1.jpg;references/id000460_2.jpg,0,1,
id000461,Elena Valenciano,female,politician,Madrid,1960,references/id000461_1.jpg;references/id000461_2.jpg,0,1,
id000462,Jon Kortajarena,male,model,País Vasco,1985,references/id000462_1.jpg;references/id000462_2.jpg,0,1,
id000463,Carlos Lozano,male,model,Madrid,1962,references/id000463_1.jpg;references/id000463_2.jpg,0,1,
id000464,Pelayo Díaz,male,model,Asturias,1986,references/id000464_1.jpg;references/id000464_2.jpg,0,1,
id000465,Feliciano López,male,model,Castilla-La Mancha,1981,references/id000465_1.jpg;references/id000465_2.jpg,0,1,
id000466,David Amor,male,model,Galicia,1980,references/id000466_1.jpg;references/id000466_2.jpg,0,1,
id000467,Alejandro Albarracín,male,model,Andalucía,1982,references/id000467_1.jpg;references/id000467_2.jpg,0,1,
id000468,Javier de Miguel,male,model,Madrid,1983,references/id000468_1.jpg;references/id000468_2.jpg,0,1,
id000469,Belén Fabra,female,model,Cataluña,1977,references/id000469_1.jpg;references/id000469_2.jpg,0,1,
id000470,Eva Pedraza,female,model,Andalucía,1971,references/id000470_1.jpg;references/id000470_2.jpg,0,1,
id000471,Esmeralda Moya,female,model,Madrid,1985,references/id000471_1.jpg;references/id000471_2.jpg,0,1,
id000472,Nieves Álvarez,female,model,Madrid,1974,references/id000472_1.jpg;references/id000472_2.jpg,0,1,
id000473,Eugenia Silva,female,model,Madrid,1976,references/id000473_1.jpg;references/id000473_2.jpg,0,1,
id000474,Ares Teixidó,female,tv_host,Cataluña,1987,references/id000474_1.jpg;references/id000474_2.jpg,0,1,
id000475,Helen Lindes,female,model,Cataluña,1981,references/id000475_1.jpg;references/id000475_2.jpg,0,1,
id000476,Alba Carrillo,female,model,Madrid,1986,references/id000476_1.jpg;references/id000476_2.jpg,0,1,
id000477,Elisabeth Reyes,female,model,Andalucía,1985,references/id000477_1.jpg;references/id000477_2.jpg,0,1,
id000478,Garbiñe Abasolo,female,model,País Vasco,1964,references/id000478_1.jpg;references/id000478_2.jpg,0,1,
id000479,Almudena Fernández,female,model,Castilla y León,1977,references/id000479_1.jpg;references/id000479_2.jpg,0,1,
id000480,Malena Costa,female,model,Illes Balears,1989,references/id000480_1.jpg;references/id000480_2.jpg,0,1,
id000481,Dabiz Muñoz,male,chef,Madrid,1980,references/id000481_1.jpg;references/id000481_2.jpg,0,1,
id000482,Alberto Chicote,male,chef,Madrid,1969,references/id000482_1.jpg;references/id000482_2.jpg,0,1,
id000483,Albert Barniol,male,scientist,Cataluña,1972,references/id000483_1.jpg;references/id000483_2.jpg,0,1,
id000484,Jorge Mira,male,scientist,Galicia,1968,references/id000484_1.jpg;references/id000484_2.jpg,0,1,
id000485,Avelino Corma,male,scientist,Comunidad Valenciana,1951,references/id000485_1.jpg;references/id000485_2.jpg,0,1,
id000486,David Jou,male,scientist,Cataluña,1953,references/id000486_1.jpg;references/id000486_2.jpg,0,1,
id000487,Agustín Sánchez-Lavega,male,scientist,País Vasco,1954,references/id000487_1.jpg;references/id000487_2.jpg,0,1,
id000488,Mariano Barbacid,male,scientist,Madrid,1949,references/id000488_1.jpg;references/id000488_2.jpg,0,1,
id000489,Eduardo Battaner,male,scientist,Castilla y León,1945,references/id000489_1.jpg;references/id000489_2.jpg,0,1,
id000490,Ángel Carracedo,male,scientist,Galicia,1955,references/id000490_1.jpg;references/id000490_2.jpg,0,1,
id000491,Eugenio Coronado,male,scientist,Comunidad Valenciana,1959,references/id000491_1.jpg;references/id000491_2.jpg,0,1,
id000492,Enrique Castillo Ron,male,scientist,Galicia,1946,references/id000492_1.jpg;references/id000492_2.jpg,0,1,
